t,Forests and Wooded Land,Open Land,Built-up Areas,Water
0,0.5716089192950129,0.3702074888540692,0.036427308765794385,0.02175628308512351
1,0.5717475958741327,0.36993651163050184,0.03656279737757807,0.021753095117787422
2,0.5719006183062648,0.36959858709287663,0.0367476994830711,0.021753095117787422
3,0.5720679865914093,0.3692176249962143,0.036962887278256945,0.02175150113411938
4,0.5721715955298322,0.36891158013194997,0.037168511171434535,0.021748313166783294
5,0.5723325878803046,0.36857684356166087,0.03734066140758322,0.021749907150451338
6,0.5723931592596903,0.3683345580441183,0.03752237554574016,0.021749907150451338
7,0.5723788134066778,0.3681576258569655,0.037712059602237315,0.02175150113411938
8,0.5723421517823128,0.3680077913921694,0.03790014967506643,0.021749907150451338
9,0.572308678125284,0.3678691148130496,0.03807229991121511,0.021749907150451338
10,0.5723533096679891,0.36762842327917505,0.03826835990238444,0.021749907150451338
11,0.57245851259008,0.36735107012093554,0.03844051013853312,0.021749907150451338
12,0.5724728584430924,0.3671645740317745,0.0386126603746818,0.021749907150451338
13,0.5724330088513913,0.3669972057466299,0.03881987825152743,0.021749907150451338
14,0.5725143020184615,0.36670869470271406,0.039027096128373066,0.021749907150451338
15,0.5725876252671915,0.36645684528316325,0.03920562229919392,0.021749907150451338
16,0.5725796553488512,0.36631179276937126,0.03935864473132608,0.021749907150451338
17,0.5726752943689339,0.3660408155458039,0.03953398293481085,0.021749907150451338
18,0.5727470236339959,0.3657538984855561,0.0397491707299967,0.021749907150451338
19,0.5728107829807175,0.36551639491901766,0.039922914949813426,0.021749907150451338
20,0.572826722817398,0.3652900492381555,0.04013332079399515,0.021749907150451338
21,0.5728410686704104,0.3650716734756336,0.04033735070350469,0.021749907150451338
22,0.5729271437884847,0.36481663608874665,0.040506312972317285,0.021749907150451338
23,0.5729494595598373,0.3646157941465732,0.04068483914313814,0.021749907150451338
24,0.5729542415108415,0.36442451610640797,0.04087133523229921,0.021749907150451338
25,0.5729606174455136,0.3642188922132304,0.04107058319080463,0.021749907150451338
26,0.5730419106125839,0.363946321005995,0.04126186123096983,0.021749907150451338
27,0.5730929180899612,0.36367853174976367,0.04147864300982372,0.021749907150451338
28,0.573194933044716,0.3634043665588602,0.0416507932459724,0.021749907150451338
29,0.5732826021464584,0.36313020136795676,0.04183728933513347,0.021749907150451338
30,0.5733112938524831,0.3629293594257833,0.042009439571282156,0.021749907150451338
31,0.5733495494605162,0.3627109836632614,0.04218955972577105,0.021749907150451338
32,0.5733176697871554,0.36254999131278903,0.042382431749604293,0.021749907150451338
33,0.5733909930358854,0.36229495392590205,0.04256414588776124,0.021749907150451338
34,0.5734563463662752,0.36204788645735536,0.042745860025918174,0.021749907150451338
35,0.5735201057129968,0.3617880671194643,0.042941920017087507,0.021749907150451338
36,0.5735647372557021,0.36153143574890934,0.04315391984493727,0.021749907150451338
37,0.5736173387167475,0.36127958632935847,0.043353167803442685,0.021749907150451338
38,0.5737225416388384,0.3609576016284137,0.04356994958229658,0.021749907150451338
39,0.5737894889528962,0.36070097025785874,0.04375963363879374,0.021749907150451338
40,0.5738691881362984,0.36041405319761094,0.04396685151563937,0.021749907150451338
41,0.5738819400056427,0.3601398880067075,0.04422826483719848,0.021749907150451338
42,0.5739170076463397,0.359900790456501,0.044432294746708026,0.021749907150451338
43,0.5739488873197005,0.35966009892262646,0.0446411066072217,0.021749907150451338
44,0.5739871429277336,0.3594385351927684,0.044824414729046684,0.021749907150451338
45,0.5741306014578574,0.3590782948837906,0.04504119650790058,0.021749907150451338
46,0.5742501502329607,0.35878500188887064,0.045214940727717305,0.021749907150451338
47,0.5743075336450103,0.3585522802733363,0.04539027893120207,0.021749907150451338
48,0.5743999846977568,0.3582860850007731,0.0455640231510188,0.021749907150451338
49,0.5744749019301548,0.35805655135257486,0.045718639566819,0.021749907150451338
50,0.5745322853422044,0.35776963429232705,0.04594817321501724,0.021749907150451338
